task,experiment,evaluation_profile,log,repetition,support_scenario,case_budget,support_prefixes,retrieval_mode,prior_mode,prior_strength,retrieval_k,n_queries,structured_max_order,structured_smoothing,structured_weight,structured_tau,structured_context_coverage,structured_mean_context_support,structured_mean_selected_order,structured_mean_effective_weight,accuracy,balanced_accuracy,adjusted_balanced_accuracy,macro_precision,macro_f1,zero_recall_fraction,support_pool_availability,macro_label_recall_at_k,macro_retrieval_given_pool,macro_decision_given_retrieval,nll,multiclass_brier,ece_10,aurc,mae_hours,median_absolute_error_hours,normalized_mae,mae_skill_vs_median,d2_absolute_error,r2,interval_coverage,mean_interval_width_hours
classification,structured_fmv3,main,billing,4,natural,128,529,fm_structured_mix,balanced,1.0,20,208,3,0.5,0.75,0.5,0.9807692307692307,69.50961538461539,2.9423076923076925,0.7209177180881118,0.9230769230769231,0.6705098039215686,0.6338997821350761,0.6512879628695389,0.631576615765624,0.2,0.9807692307692307,0.8666666666666668,0.9629629629629629,0.7635294117647058,0.9575642869171114,0.19739869358566298,0.21053608029753218,0.02044447410008303,,,,,,,,
regression,structured_fmv3,,billing,4,natural,128,529,,,,50,208,,,,,,,,,,,,,,,,,,,,,,,960.6763439405271,469.2594722327899,0.7531447343331524,0.12197917712026984,0.12197917712026995,0.18890178968801064,0.9278846153846154,4458.545545597538
classification,structured_fmv3,main,helpdesk,0,natural,1,2,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.7793103448275862,0.7793103448275862,1.793103448275862,0.3896551724137931,0.6689655172413793,0.27197802197802196,0.1506410256410256,0.20161198450672133,0.22942971581155827,0.7142857142857143,0.7034482758620689,0.2857142857142857,1.0,0.9519230769230769,8.34040382368257,0.6238937739671614,0.23267402512083837,0.43659778629747137,,,,,,,,
regression,structured_fmv3,,helpdesk,0,natural,1,2,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.40447625186154906,0.4009821357181096,0.496847223390057,-0.6231722775584849,-0.6231722775584849,-1.5103811171344486,0.0,6.917507291589197e-05
classification,structured_fmv3,main,helpdesk,0,natural,2,4,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.7793103448275862,0.9586206896551724,1.8689655172413793,0.402463054187192,0.6482758620689655,0.2630769230769231,0.14025641025641028,0.2045900834560628,0.22415716046725498,0.7142857142857143,0.7034482758620689,0.2857142857142857,1.0,0.9207692307692308,8.381137571783228,0.652874207050986,0.2506641905347162,0.4790035211691846,,,,,,,,
regression,structured_fmv3,,helpdesk,0,natural,2,4,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.3753285383888623,0.3714240834100586,0.4610429939935917,-0.5062018491456006,-0.5062018491456004,-1.1803018096801643,0.2896551724137931,0.34306888906368865
classification,structured_fmv3,main,helpdesk,0,natural,4,9,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.7862068965517242,2.1655172413793102,1.903448275862069,0.49012091356918935,0.6758620689655173,0.2746153846153846,0.1537179487179487,0.2089985486211901,0.2338244279991853,0.7142857142857143,0.7103448275862069,0.42857142857142855,1.0,0.6407692307692308,8.373061684353301,0.6362720579539994,0.173245110374883,0.19762605583604026,,,,,,,,
regression,structured_fmv3,,helpdesk,0,natural,4,9,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.25636067227008585,0.2263294318563709,0.3149062216077882,-0.028781132068775417,-0.028781132068775417,-0.0034645063201053095,0.8068965517241379,0.9306739943924246
classification,structured_fmv3,main,helpdesk,0,natural,8,19,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.993103448275862,4.165517241379311,2.475862068965517,0.621022679679667,0.7034482758620689,0.31155067155067157,0.1968091168091168,0.3001821349382325,0.2906238040566399,0.5714285714285714,0.9724137931034482,0.7142857142857143,1.0,0.4361709401709402,1.6611776415354205,0.485622958119292,0.17953682983679894,0.15416430647127166,,,,,,,,
regression,structured_fmv3,,helpdesk,0,natural,8,19,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.23136436462216597,0.21090135630137397,0.28420146207564206,0.07152961158723237,0.07152961158723237,0.16247925281112685,0.9241379310344827,0.9588204838439103
classification,structured_fmv3,main,helpdesk,0,natural,16,39,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.993103448275862,6.896551724137931,2.7586206896551726,0.6436686072548141,0.7241379310344828,0.3666056166056166,0.261039886039886,0.29691472548615405,0.32680666469486347,0.5714285714285714,0.9724137931034482,0.6984126984126985,0.9777777777777779,0.5326923076923077,1.5920406000618932,0.4553871061182216,0.15732266444334414,0.1630975689609762,,,,,,,,
regression,structured_fmv3,,helpdesk,0,natural,16,39,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.24313135273981581,0.22690904565779135,0.2986556985036421,0.02430842415033152,0.02430842415033152,0.08417727600575586,0.8620689655172413,0.8761306965091699
classification,structured_fmv3,main,helpdesk,0,natural,32,86,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.993103448275862,14.855172413793104,2.806896551724138,0.673241169806002,0.7034482758620689,0.3531746031746032,0.24537037037037038,0.2861958403433058,0.3150549329298088,0.5714285714285714,0.9724137931034482,0.7087912087912088,0.9923076923076923,0.5004444444444445,1.6297657865824617,0.46290900105711813,0.13790889338883483,0.1552690194863624,,,,,,,,
regression,structured_fmv3,,helpdesk,0,natural,32,86,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.24936395214935234,0.20870155135533253,0.306311647887268,-0.0007031371765122696,-0.0007031371765122696,0.03733604826655157,0.8275862068965517,0.8741899733184207
classification,structured_fmv3,main,helpdesk,0,natural,64,175,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,1.0,27.99310344827586,2.8620689655172415,0.7092203413925751,0.6896551724137931,0.34757020757020757,0.23883190883190883,0.28122664218326066,0.3088808354765802,0.5714285714285714,0.9793103448275862,0.8333333333333333,0.9722222222222222,0.42957264957264957,1.5206317225204355,0.48463741486405865,0.12905989029050075,0.18796029438886383,,,,,,,,
regression,structured_fmv3,,helpdesk,0,natural,64,175,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.23821726990512507,0.2007095865296833,0.2926193777043667,0.044028748867013134,0.044028748867013134,0.09990105172709673,0.8413793103448276,0.8726353910877682
classification,structured_fmv3,main,helpdesk,0,natural,128,329,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,1.0,54.351724137931036,2.9172413793103447,0.7129923540685036,0.6689655172413793,0.32905982905982906,0.21723646723646722,0.27666053158664,0.29970595442293557,0.5714285714285714,1.0,0.9655067155067155,0.9655067155067155,0.3559423769507803,1.0226021487424872,0.4790053481833354,0.13086441462566983,0.16534613474468984,,,,,,,,
regression,structured_fmv3,,helpdesk,0,natural,128,329,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.23598203996588757,0.20027103078482966,0.28987368427035853,0.052998776784946244,0.052998776784946244,0.04587671204416499,0.8344827586206897,0.797966706025365
classification,structured_fmv3,main,helpdesk,1,natural,1,3,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.7793103448275862,0.8551724137931035,1.6551724137931034,0.3972413793103448,0.5241379310344828,0.2921245421245421,0.1741452991452991,0.2498919059149083,0.22598138504776388,0.5714285714285714,0.8275862068965517,0.42857142857142855,1.0,0.6816239316239315,5.402876846979524,0.6594206855696574,0.1928859056643174,0.3136367801037848,,,,,,,,
regression,structured_fmv3,,helpdesk,1,natural,1,3,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.26309170612972327,0.23829145404443253,0.3231744338163261,-0.05579292203168951,-0.05579292203168951,-0.10774923881332765,0.2620689655172414,0.2281253208857075
classification,structured_fmv3,main,helpdesk,1,natural,2,10,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.9862068965517241,1.3862068965517242,2.2413793103448274,0.531264367816092,0.5724137931034483,0.29499389499389495,0.17749287749287743,0.2863422291993721,0.2642681518074326,0.42857142857142855,0.9862068965517241,0.7142857142857143,1.0,0.41299145299145296,1.5043233861715164,0.5745391984938545,0.15119129907941906,0.24182374051064606,,,,,,,,
regression,structured_fmv3,,helpdesk,1,natural,2,10,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.27005050465738784,0.21225496263226873,0.33172242572113747,-0.08371873671978225,-0.08371873671978225,-0.18341439960238848,0.6275862068965518,0.5346521899997762
classification,structured_fmv3,main,helpdesk,1,natural,4,13,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.9862068965517241,1.7448275862068965,2.462068965517241,0.5484848484848485,0.696551724137931,0.3221001221001221,0.20911680911680913,0.3323306934714184,0.31624347852348483,0.42857142857142855,0.9862068965517241,0.7142857142857143,1.0,0.4509401709401709,1.4069840128398765,0.5178903637152432,0.18564864941649586,0.18970363331632395,,,,,,,,
regression,structured_fmv3,,helpdesk,1,natural,4,13,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.2618895240228561,0.2259147783270805,0.321697707212336,-0.05096853825275849,-0.05096853825275871,-0.12516968171135834,0.6137931034482759,0.548848374288134
classification,structured_fmv3,main,helpdesk,1,natural,8,21,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.9862068965517241,4.255172413793104,2.462068965517241,0.6140327634359876,0.7034482758620689,0.316056166056166,0.20206552706552697,0.31988969934175415,0.3036462585034014,0.42857142857142855,0.9862068965517241,0.7142857142857143,1.0,0.4424786324786324,1.339651713287042,0.47850548507049784,0.10440003503870246,0.17888298283944337,,,,,,,,
regression,structured_fmv3,,helpdesk,1,natural,8,21,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.21697046041961573,0.19873772473247797,0.26652039599607524,0.1292926722363641,0.1292926722363641,0.2158159333377423,0.9448275862068966,1.0057402196618908
classification,structured_fmv3,main,helpdesk,1,natural,16,44,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.9862068965517241,6.213793103448276,2.786206896551724,0.6428928520206411,0.7034482758620689,0.316056166056166,0.20206552706552697,0.3521181199752629,0.30530445047273014,0.42857142857142855,0.9862068965517241,0.6984126984126985,0.9777777777777779,0.44942307692307687,1.247892646051282,0.45117334271618165,0.07740987778447722,0.17014879148368361,,,,,,,,
regression,structured_fmv3,,helpdesk,1,natural,16,44,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.22646386323201587,0.17534005140639408,0.2781818243399052,0.09119543366212446,0.09119543366212446,0.16191819796200535,0.9103448275862069,0.9240190102980658
classification,structured_fmv3,main,helpdesk,1,natural,32,86,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.9862068965517241,13.427586206896551,2.806896551724138,0.6745697571226817,0.7034482758620689,0.34200244200244195,0.23233618233618228,0.3594358022929452,0.32242360813789384,0.42857142857142855,0.9862068965517241,0.6846764346764347,0.9585470085470085,0.5009574468085105,1.2126142621821765,0.443060526518644,0.08351312440658812,0.16492803603447254,,,,,,,,
regression,structured_fmv3,,helpdesk,1,natural,32,86,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.22530214590485217,0.17524968379078487,0.27675480353037946,0.09585743137183655,0.09585743137183644,0.18320842871727994,0.8827586206896552,0.9190438558783826
classification,structured_fmv3,main,helpdesk,1,natural,64,185,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,1.0,25.83448275862069,2.9034482758620688,0.701226634098494,0.6482758620689655,0.3403052503052503,0.23035612535612532,0.3294332669618711,0.33407926877314637,0.42857142857142855,1.0,0.6825396825396826,0.6825396825396826,0.5018241758241758,1.0156332358665434,0.4730349977271936,0.1288972722363628,0.16819240842249766,,,,,,,,
regression,structured_fmv3,,helpdesk,1,natural,64,185,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.2239140189375606,0.1982867720172976,0.27504966750264614,0.10142801604935248,0.10142801604935248,0.22424123373230254,0.8827586206896552,0.8729860947473497
classification,structured_fmv3,main,helpdesk,1,natural,128,348,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,1.0,51.234482758620686,2.9448275862068964,0.7107372708902354,0.696551724137931,0.3654090354090354,0.2596438746438746,0.3611177264428038,0.36276295321800317,0.42857142857142855,1.0,0.8234432234432234,0.8234432234432234,0.4501616787065703,0.995995657490581,0.464994605128203,0.15176121017266184,0.15950589324124723,,,,,,,,
regression,structured_fmv3,,helpdesk,1,natural,128,348,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.23002553185851454,0.20706777666006815,0.2825568776577872,0.07690237751908713,0.07690237751908702,0.16954856759389436,0.8758620689655172,0.8139838025454039
classification,structured_fmv3,main,helpdesk,2,natural,1,2,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.7793103448275862,0.7793103448275862,1.793103448275862,0.3896551724137931,0.6620689655172414,0.269010989010989,0.1471794871794872,0.20233734519448804,0.2277722277722278,0.7142857142857143,0.7034482758620689,0.2857142857142857,1.0,0.9415384615384615,8.364194115749791,0.6416720962032452,0.24737612357020256,0.4603310238499078,,,,,,,,
regression,structured_fmv3,,helpdesk,2,natural,1,2,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.273109346457154,0.24251359337641176,0.33547982074249827,-0.0959939375207357,-0.0959939375207357,-0.2936250540590353,0.8689655172413793,1.1172453367033441
classification,structured_fmv3,main,helpdesk,2,natural,2,4,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.7793103448275862,1.5586206896551724,1.793103448275862,0.4675862068965518,0.6827586206896552,0.2774725274725275,0.15705128205128208,0.20764790764790764,0.23464597106448212,0.7142857142857143,0.7034482758620689,0.2857142857142857,1.0,0.9711538461538461,8.323216086876146,0.617699485688502,0.2551439862203456,0.44280556502261914,,,,,,,,
regression,structured_fmv3,,helpdesk,2,natural,2,4,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.2511749840873604,0.21276237832171319,0.3085362684570265,-0.007970848994000912,-0.007970848994000912,-0.06170609404565641,0.8137931034482758,0.8248937301108135
classification,structured_fmv3,main,helpdesk,2,natural,4,8,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.7793103448275862,3.117241379310345,1.793103448275862,0.5195402298850574,0.6827586206896552,0.2774725274725275,0.15705128205128208,0.20764790764790764,0.23464597106448212,0.7142857142857143,0.7034482758620689,0.2857142857142857,1.0,0.9711538461538461,8.307948173742544,0.6190005571236283,0.2721752602384532,0.48409681175242514,,,,,,,,
regression,structured_fmv3,,helpdesk,2,natural,4,8,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.2424916088217179,0.22450754967615794,0.29786985511252895,0.026875730853293756,0.026875730853293756,0.08470969496817249,0.7517241379310344,0.758766099417132
classification,structured_fmv3,main,helpdesk,2,natural,8,18,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.9310344827586207,5.496551724137931,2.3379310344827586,0.6047848831002456,0.6827586206896552,0.2774725274725275,0.15705128205128208,0.20764790764790764,0.23464597106448212,0.7142857142857143,0.8413793103448276,0.42857142857142855,1.0,0.6474358974358975,4.855482477910842,0.5281498353611621,0.10745070876648233,0.36561002784113583,,,,,,,,
regression,structured_fmv3,,helpdesk,2,natural,8,18,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.23454732760975464,0.195459161574135,0.2881113240644692,0.05875630967353407,0.05875630967353407,0.17261928171286955,0.9793103448275862,1.1626526236674757
classification,structured_fmv3,main,helpdesk,2,natural,16,37,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.9310344827586207,9.46896551724138,2.496551724137931,0.6255282912357824,0.6620689655172414,0.2796092796092796,0.15954415954415954,0.23921757255090587,0.25174046226677804,0.5714285714285714,0.9655172413793104,0.5555555555555556,0.9722222222222222,0.49278846153846156,1.849729657667781,0.5037545529812822,0.13537035610700537,0.35568561310341973,,,,,,,,
regression,structured_fmv3,,helpdesk,2,natural,16,37,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.22846182072621785,0.20659749101896452,0.28063605899243904,0.08317758539191522,0.08317758539191511,0.19786529696089783,0.9793103448275862,1.0799632255434015
classification,structured_fmv3,main,helpdesk,2,natural,32,88,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.993103448275862,15.917241379310346,2.7448275862068967,0.696343230251062,0.6620689655172414,0.3418803418803419,0.23219373219373218,0.2861726508785333,0.3081533584307509,0.5714285714285714,0.993103448275862,0.8412698412698413,0.9814814814814815,0.4150641025641026,1.1130474864194662,0.46021875489392394,0.1561298213682427,0.18292750660063997,,,,,,,,
regression,structured_fmv3,,helpdesk,2,natural,32,88,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.22183759609663156,0.1819268995722041,0.27249904823055987,0.10976074751720366,0.10976074751720366,0.22629292746130103,0.8827586206896552,0.8934919388710059
classification,structured_fmv3,main,helpdesk,2,natural,64,175,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.993103448275862,28.572413793103447,2.8620689655172415,0.7002539036089483,0.6896551724137931,0.3548840048840049,0.24736467236467238,0.33475397019871417,0.3436246293389151,0.42857142857142855,0.993103448275862,0.8305860805860805,0.969017094017094,0.4366013071895425,1.096963877009533,0.4487523458327689,0.12319305647275193,0.1598895953533423,,,,,,,,
regression,structured_fmv3,,helpdesk,2,natural,64,175,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.2207521046473511,0.17474224615245149,0.2711656611402017,0.114116849068011,0.114116849068011,0.16933993111814039,0.8413793103448276,0.7988602411480735
classification,structured_fmv3,main,helpdesk,2,natural,128,345,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,1.0,50.758620689655174,2.972413793103448,0.7081128369997539,0.6344827586206897,0.33719169719169717,0.2267236467236467,0.3129838356297775,0.32328263851503614,0.42857142857142855,1.0,0.6904761904761906,0.6904761904761906,0.49651282051282053,1.0312492294249387,0.48655886079499794,0.09153614658172451,0.19737698190268355,,,,,,,,
regression,structured_fmv3,,helpdesk,2,natural,128,345,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.2182339379255155,0.17058154497632927,0.2680724161399846,0.12422230864528427,0.12422230864528427,0.2039722718140855,0.8551724137931035,0.7682028151438418
classification,structured_fmv3,main,helpdesk,3,natural,1,5,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.9862068965517241,1.013793103448276,2.0551724137931036,0.49586206896551727,0.6482758620689655,0.3831501831501831,0.2803418803418803,0.34280797339178587,0.34807363802690905,0.42857142857142855,0.9655172413793104,0.5714285714285714,1.0,0.6705128205128205,1.866847113487819,0.5142296457150181,0.10141335699009768,0.22364272024300866,,,,,,,,
regression,structured_fmv3,,helpdesk,3,natural,1,5,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.37723563895739975,0.3597217969910105,0.4633856225603926,-0.5138550865337514,-0.5138550865337517,-1.2778547604943866,0.4068965517241379,0.5595438213008886
classification,structured_fmv3,main,helpdesk,3,natural,2,9,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.9862068965517241,1.6620689655172414,2.331034482758621,0.5570114942528736,0.6620689655172414,0.399023199023199,0.29886039886039883,0.35913832199546486,0.3585548694830308,0.42857142857142855,0.9655172413793104,0.5714285714285714,1.0,0.6982905982905983,1.9051348734385039,0.527895790112981,0.12525224773363353,0.21086380526751822,,,,,,,,
regression,structured_fmv3,,helpdesk,3,natural,2,9,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.2313244619103873,0.21546393064281588,0.28415244670956874,0.07168974206525291,0.07168974206525291,0.15128754316409332,0.8758620689655172,0.8279173587395672
classification,structured_fmv3,main,helpdesk,3,natural,4,14,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.9862068965517241,2.193103448275862,2.406896551724138,0.5882131661442006,0.6275862068965518,0.39396825396825397,0.2929629629629629,0.35841730450292875,0.34015739754418617,0.42857142857142855,0.9655172413793104,0.5714285714285714,1.0,0.6894444444444444,1.905886163313446,0.5396992983224944,0.1209435221096094,0.180598342693615,,,,,,,,
regression,structured_fmv3,,helpdesk,3,natural,4,14,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.2502371706117648,0.2023566029854571,0.3073842848256934,-0.0042073824663577675,-0.0042073824663577675,-0.0024315290032845827,0.8206896551724138,0.8057474433303391
classification,structured_fmv3,main,helpdesk,3,natural,8,25,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.9862068965517241,3.613793103448276,2.7241379310344827,0.6075746395165632,0.6275862068965518,0.3887789987789988,0.28690883190883193,0.3570348774430407,0.3467598016436611,0.42857142857142855,0.9655172413793104,0.5714285714285714,1.0,0.6803632478632479,1.80586404429625,0.5233365709646542,0.18589557639163543,0.22070530776003558,,,,,,,,
regression,structured_fmv3,,helpdesk,3,natural,8,25,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.24533033934186946,0.1874426269451419,0.3013568716441514,0.015483841558031952,0.015483841558031952,0.05686215299138686,0.8206896551724138,0.7909323425943443
classification,structured_fmv3,main,helpdesk,3,natural,16,47,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.9862068965517241,7.151724137931034,2.7655172413793103,0.6584560877958197,0.7310344827586207,0.3721611721611721,0.26752136752136746,0.3691458894878706,0.3593395965341061,0.42857142857142855,0.9655172413793104,0.5634920634920635,0.9861111111111112,0.6610859728506787,1.6234835123559381,0.4114680450232184,0.10708271170538108,0.14754308260710225,,,,,,,,
regression,structured_fmv3,,helpdesk,3,natural,16,47,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.23064568691049714,0.19945853288923487,0.28331865863808153,0.07441368137553561,0.07441368137553561,0.15988700550292168,0.896551724137931,0.8617828370163982
classification,structured_fmv3,main,helpdesk,3,natural,32,89,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.9862068965517241,13.565517241379311,2.8,0.678738167092743,0.7103448275862069,0.343052503052503,0.2335612535612535,0.3851454883145024,0.33997776085925363,0.42857142857142855,0.9655172413793104,0.557997557997558,0.9764957264957266,0.6151470588235294,1.6290352132423938,0.4197733973751055,0.06481439091742179,0.17109964406913267,,,,,,,,
regression,structured_fmv3,,helpdesk,3,natural,32,89,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.22185246325334643,0.1756187119394106,0.27251731062668194,0.10970108528360001,0.10970108528360001,0.21914516540650175,0.8344827586206897,0.8051065871328164
classification,structured_fmv3,main,helpdesk,3,natural,64,176,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.993103448275862,27.351724137931033,2.889655172413793,0.6869678888829581,0.7034482758620689,0.35666666666666663,0.24944444444444439,0.43096891534391535,0.3382811769511277,0.42857142857142855,0.9724137931034482,0.6822344322344323,0.9551282051282051,0.5351836734693878,1.5455686678369898,0.4436098051610141,0.09980918279810805,0.16185143122245968,,,,,,,,
regression,structured_fmv3,,helpdesk,3,natural,64,176,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.21789251690854838,0.1837649922289586,0.2676530241892672,0.12559243884987914,0.12559243884987914,0.21783869816468504,0.7379310344827587,0.6794543077920624
classification,structured_fmv3,main,helpdesk,3,natural,128,328,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.993103448275862,52.09655172413793,2.9310344827586206,0.7059250156742196,0.7172413793103448,0.34208791208791206,0.2324358974358974,0.3815996034041147,0.33047650878533236,0.42857142857142855,0.9724137931034482,0.6797924297924298,0.9517094017094017,0.5109635854341736,1.5526715844356829,0.445585323984383,0.10565664825566083,0.2191321401582914,,,,,,,,
regression,structured_fmv3,,helpdesk,3,natural,128,328,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.2076036766877563,0.17830570163899395,0.2550145029606975,0.16688178559831313,0.16688178559831313,0.3011721928157832,0.8344827586206897,0.7237254508383906
classification,structured_fmv3,main,helpdesk,4,natural,1,2,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.7793103448275862,0.7793103448275862,1.793103448275862,0.3896551724137931,0.6689655172413793,0.27197802197802196,0.1506410256410256,0.20161198450672133,0.22942971581155827,0.7142857142857143,0.7034482758620689,0.2857142857142857,1.0,0.9519230769230769,8.354720012881817,0.6326451974574429,0.2428345006291114,0.46228406359119983,,,,,,,,
regression,structured_fmv3,,helpdesk,4,natural,1,2,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.2622764786951784,0.22069016104015304,0.3221730314214491,-0.052521396038338164,-0.052521396038338386,-0.10989098937431718,0.38620689655172413,0.40374523809814883
classification,structured_fmv3,main,helpdesk,4,natural,2,4,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.7793103448275862,1.5586206896551724,1.793103448275862,0.4675862068965518,0.6827586206896552,0.2774725274725275,0.15705128205128208,0.20764790764790764,0.23464597106448212,0.7142857142857143,0.7034482758620689,0.2857142857142857,1.0,0.9711538461538461,8.327852286340276,0.6188535957320659,0.25116996348870824,0.43753432872408154,,,,,,,,
regression,structured_fmv3,,helpdesk,4,natural,2,4,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.22945019225127597,0.20668268843149562,0.28185014670622405,0.07921122827695737,0.07921122827695726,0.16291370191237475,0.7724137931034483,0.7254441111250686
classification,structured_fmv3,main,helpdesk,4,natural,4,9,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.7862068965517242,2.8551724137931034,1.8275862068965518,0.515927750410509,0.5793103448275863,0.23626373626373626,0.10897435897435896,0.19470103831006086,0.2131366412046663,0.7142857142857143,0.7103448275862069,0.42857142857142855,1.0,0.5512820512820512,8.334552932523756,0.6457025403872827,0.1599535608722509,0.4172067631922702,,,,,,,,
regression,structured_fmv3,,helpdesk,4,natural,4,9,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.2285282580717262,0.19822295994855565,0.2807176687544295,0.08291097083314347,0.08291097083314336,0.13484199564910804,0.9379310344827586,1.139781356365724
classification,structured_fmv3,main,helpdesk,4,natural,8,18,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.8413793103448276,5.482758620689655,2.0068965517241377,0.5695334685598377,0.7172413793103448,0.3171550671550672,0.20334757834757838,0.30452169781438077,0.2954770886540609,0.5714285714285714,0.8344827586206897,0.5714285714285714,1.0,0.5550213675213675,5.16742987879428,0.5332546370179657,0.11671403306036138,0.28819041497316444,,,,,,,,
regression,structured_fmv3,,helpdesk,4,natural,8,18,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.22892168441169944,0.17660526315647473,0.2812009425776134,0.08133214210001805,0.08133214210001805,0.14346554739304862,0.903448275862069,0.9639455736030296
classification,structured_fmv3,main,helpdesk,4,natural,16,38,fm_structured_mix,balanced,1.0,20,145,3,0.5,0.75,0.5,0.993103448275862,8.724137931034482,2.606896551724138,0.66602829303163,0.7034482758620689,0.32992673992673993,0.21824786324786324,0.3813706563706564,0.3273589184101313,0.42857142857142855,0.9724137931034482,0.6587301587301587,0.9222222222222222,0.5043216783216783,1.6159208797350961,0.46445696395503505,0.11093687523498169,0.16889698577137932,,,,,,,,
regression,structured_fmv3,,helpdesk,4,natural,16,38,,,,50,145,,,,,,,,,,,,,,,,,,,,,,,0.22874257723598396,0.179226244494199,0.2809809323729749,0.08205090321638808,0.08205090321638808,0.1463495522971211,0.8827586206896552,0.8943669310824746
